"Fusion Gene","Tumor Morphology","Tumor Location","Count"
"EWSR1::WT1","Soft tissue tumor, special type","Vagina","1"
"EWSR1::WT1","Soft tissue tumor, special type","Uterus, corpus","1"
"EWSR1::WT1","Soft tissue tumor, special type","Uterus, cervix","1"
"EWSR1::WT1","Soft tissue tumor, special type","Intraabdominal","1"
"EWSR1::WT1","Desmoplastic small round cell tumor","Skeleton","1"
"EWSR1::WT1","Desmoplastic small round cell tumor","Salivary gland","1"
"EWSR1::WT1","Desmoplastic small round cell tumor","Nasal cavity/Paranasal sinuses","1"
"EWSR1::WT1","Desmoplastic small round cell tumor","Lung","1"
"EWSR1::WT1","Desmoplastic small round cell tumor","Kidney","1"
"EWSR1::WT1","Adenocarcinoma","Ovary","1"
"EWSR1::VGLL1","Schwannoma","Brain","1"
"EWSR1::VGLL1","Neuroglial neoplasm, special type","Brain","1"
"EWSR1::VGLL1","Myoepithelioma/myoepithelial carcinoma/mixed tumor","Soft tissue","1"
"EWSR1::VEZF1","Undifferentiated round cell sarcoma","Soft tissue","1"
"EWSR1::VEZF1","Malignant peripheral nerve sheath tumor/Triton","Soft tissue","1"
"EWSR1::UBP1","Spindle cell/sclerosing rhabdomyosarcoma","Soft tissue","1"
"EWSR1::TFEB","Adenocarcinoma","Kidney","1"
"EWSR1::TFCP2","Rhabdomyosarcoma, NOS","Soft tissue","1"
"EWSR1::TFCP2","Rhabdomyosarcoma, NOS","","1"
"EWSR1::TFCP2","Desmoplastic small round cell tumor","Soft tissue","1"
"EWSR1::TEF","Mature B-cell neoplasm, NOS","","1"
"EWSR1::TCF7L2","Adenocarcinoma","Large intestine","1"
"EWSR1::STRADA","Mature B-cell neoplasm, NOS","","1"
"EWSR1::SSX3","Mesenchymal tumor, special type","Skeleton","1"
"EWSR1::SSX2","Osteosarcoma, NOS","Skeleton","1"
"EWSR1::SSX1","Undifferentiated sarcoma","Soft tissue","1"
"EWSR1::SSX1","Synovial sarcoma","Soft tissue","1"
"EWSR1::SP3","Undifferentiated round cell sarcoma","Soft tissue","1"
"EWSR1::SMTN","Adenocarcinoma","Ovary","1"
"EWSR1::SMR3B","Adenocarcinoma","Breast","1"
"EWSR1::SMARCA5","Ewing sarcoma","Soft tissue","1"
"EWSR1::SELENOM","Adenocarcinoma","Ovary","1"
"EWSR1::RORB","Malignant soft tissue tumor, NOS","Soft tissue","1"
"EWSR1::RORB","Giant cell tumor of bone","Skeleton","1"
"EWSR1::POU5F1","Undifferentiated round cell sarcoma","Soft tissue","1"
"EWSR1::POU5F1","Undifferentiated round cell sarcoma","Skeleton","1"
"EWSR1::POU5F1","Myoepithelioma/myoepithelial carcinoma/mixed tumor","Skeleton","1"
"EWSR1::POU5F1","Mucoepidermoid carcinoma","Salivary gland","1"
"EWSR1::POU5F1","Benign epithelial tumor, special type","Skin","1"
"EWSR1::PBX3","Osteogenic/bone tumor, special type","Skeleton","1"
"EWSR1::PBX3","Leiomyoma","Soft tissue","1"
"EWSR1::PBX1","Soft tissue tumor, special type","Soft tissue","1"
"EWSR1::PBX1","Myxofibrosarcoma","Soft tissue","1"
"EWSR1::PATZ1","Undifferentiated sarcoma","Brain","1"
"EWSR1::PATZ1","Primitive neuroectodermal tumor/Medulloblastoma","Brain","1"
"EWSR1::PATZ1","Ewing sarcoma","Soft tissue","1"
"EWSR1::PATZ1","Astrocytoma, grade III-IV/Glioblastoma","Brain","1"
"EWSR1::PATZ1","Astrocytoma, NOS","Brain","1"
"EWSR1::PATZ1","Alveolar rhabdomyosarcoma","Soft tissue","1"
"EWSR1::PATZ1","Adenocarcinoma","Kidney","1"
"EWSR1::NR4A3","Soft tissue tumor, special type","Soft tissue","1"
"EWSR1::NR4A3","Soft tissue tumor, special type","Skin","1"
"EWSR1::NR4A3","Osteosarcoma, NOS","Skeleton","1"
"EWSR1::NR4A3","Mesothelioma","Soft tissue","1"
"EWSR1::NR4A3","Mesothelioma","Lung","1"
"EWSR1::NR4A3","Chondrosarcoma, myxoid","Skeleton","1"
"EWSR1::NR4A2","Chondrosarcoma, myxoid","Soft tissue","1"
"EWSR1::NFATC2","Vascular and perivascular tumor, special type","Skeleton","1"
"EWSR1::NFATC2","Vascular and perivascular tumor, NOS","Skin","1"
"EWSR1::NFATC2","Malignant soft tissue tumor, NOS","Soft tissue","1"
"EWSR1::NFATC1","Vascular and perivascular tumor, special type","Skeleton","1"
"EWSR1::NFATC1","Hemangioma/lymphangioma","Skeleton","1"
"EWSR1::NF2","Rhabdomyosarcoma, NOS","Soft tissue","1"
"EWSR1::NF2","Mesothelioma","Pleura","1"
"EWSR1::NCAPH2","Astrocytoma, grade I-II","Brain","1"
"EWSR1::NACC1","Soft tissue tumor, special type","Soft tissue","1"
"EWSR1::MYB","Adenoid cystic carcinoma","Salivary gland","1"
"EWSR1::MYB","Adenocarcinoma","Salivary gland","1"
"EWSR1::MYB","Adenocarcinoma","Breast","1"
"EWSR1::LARP4","Adenocarcinoma","Salivary gland","1"
"EWSR1::KLF15","Myoepithelioma/myoepithelial carcinoma/mixed tumor","Salivary gland","1"
"EWSR1::KLF15","Malignant epithelial tumor, special type","Kidney","1"
"EWSR1::HOXB8","Acute megakaryoblastic leukemia (FAB type M7)","","1"
"EWSR1::HOXB13","Fibroblastic/myofibroblastic tumor, NOS","Soft tissue","1"
"EWSR1::GORASP2","Adenosquamous carcinoma","Lung","1"
"EWSR1::GFI1B","Angiofibroma","Soft tissue","1"
"EWSR1::FLI1","Undifferentiated sarcoma","Soft tissue","1"
"EWSR1::FLI1","Primitive neuroectodermal tumor/Medulloblastoma","Cerebellum","1"
"EWSR1::FLI1","Peripheral neuroepithelioma","Unknown site","1"
"EWSR1::FLI1","Neuroblastoma","Unknown site","1"
"EWSR1::FLI1","Neuroblastoma","Adrenal","1"
"EWSR1::FLI1","Giant cell tumor of bone","Skeleton","1"
"EWSR1::FLI1","Ewing sarcoma","Ureter","1"
"EWSR1::FLI1","Ewing sarcoma","Salivary gland","1"
"EWSR1::FLI1","Ewing sarcoma","Prostate","1"
"EWSR1::FLI1","Ewing sarcoma","Ovary","1"
"EWSR1::FLI1","Ewing sarcoma","Oral cavity","1"
"EWSR1::FLI1","Ewing sarcoma","Nasopharynx","1"
"EWSR1::FLI1","Ewing sarcoma","Large intestine","1"
"EWSR1::FLI1","Ewing sarcoma","Intrathoracal","1"
"EWSR1::FLI1","Ewing sarcoma","Breast","1"
"EWSR1::FLI1","Ewing sarcoma","Adrenal","1"
"EWSR1::FLI1","Embryonal rhabdomyosarcoma","Soft tissue","1"
"EWSR1::FLI1","Alveolar rhabdomyosarcoma","Soft tissue","1"
"EWSR1::FEV","Ewing sarcoma","Unknown site","1"
"EWSR1::FEV","Ewing sarcoma","Skeleton","1"
"EWSR1::FEV","Ewing sarcoma","Intraabdominal","1"
"EWSR1::EZHIP","Neuroglial neoplasm, special type","Brain","1"
"EWSR1::ETV1","Ewing sarcoma","Unknown site","1"
"EWSR1::ERG","Undifferentiated round cell sarcoma","Soft tissue","1"
"EWSR1::ERG","Desmoplastic small round cell tumor","Intraabdominal","1"
"EWSR1::DDIT3","Liposarcoma, myxoid/round cell","Lung","1"
"EWSR1::CTBP1","Mesenchymal tumor, special type","Stomach","1"
"EWSR1::CTBP1","Embryonal nervous system tumor, NOS","Soft tissue","1"
"EWSR1::CREM","Soft tissue tumor, special type","Tongue","1"
"EWSR1::CREM","Soft tissue tumor, NOS","Soft tissue","1"
"EWSR1::CREM","Mesothelioma","Lung","1"
"EWSR1::CREM","Mesenchymal tumor, special type","Soft tissue","1"
"EWSR1::CREM","Mesenchymal tumor, NOS","Brain","1"
"EWSR1::CREM","Malignant peripheral nerve sheath tumor/Triton","Soft tissue","1"
"EWSR1::CREM","Malignant melanoma","Skin","1"
"EWSR1::CREM","Malignant epithelial tumor, special type","Skeleton","1"
"EWSR1::CREM","Malignant epithelial tumor, special type","Salivary gland","1"
"EWSR1::CREM","Malignant epithelial tumor, special type","Lung","1"
"EWSR1::CREM","Gonadal stromal cell tumors","Testis","1"
"EWSR1::CREM","Fibroblastic/myofibroblastic tumor, special type","Soft tissue","1"
"EWSR1::CREM","Clear cell sarcoma","Skin","1"
"EWSR1::CREM","Angiomatoid fibrous histiocytoma","Soft tissue","1"
"EWSR1::CREM","Adenocarcinoma","Lung","1"
"EWSR1::CREB3L3","Mesenchymal tumor, special type","Brain","1"
"EWSR1::CREB3L2","Malignant soft tissue tumor, NOS","Soft tissue","1"
"EWSR1::CREB3L2","Low-grade fibromyxoid sarcoma","Soft tissue","1"
"EWSR1::CREB3L1","Undifferentiated round cell sarcoma","Soft tissue","1"
"EWSR1::CREB3L1","Sclerosing epithelioid fibrosarcoma","Skeleton","1"
"EWSR1::CREB3L1","Sclerosing epithelioid fibrosarcoma","Lung","1"
"EWSR1::CREB3L1","Osteosarcoma, small cell","Skeleton","1"
"EWSR1::CREB3L1","Myxofibrosarcoma","Soft tissue","1"
"EWSR1::CREB1","Ossifying fibromyxoid tumor","Soft tissue","1"
"EWSR1::CREB1","Inflammatory myofibroblastic tumor/myofibroblastic sarcoma","Soft tissue","1"
"EWSR1::CREB1","Fibroblastic/myofibroblastic tumor, special type","Soft tissue","1"
"EWSR1::CDADC1","Adenocarcinoma","Salivary gland","1"
"EWSR1::BRMS1L","Malignant soft tissue tumor, NOS","Soft tissue","1"
"EWSR1::BEND2","Soft tissue tumor, special type","Nasal cavity/Paranasal sinuses","1"
"EWSR1::BEND2","Osteosarcoma, NOS","Skeleton","1"
"EWSR1::BEND2","Malignant epithelial tumor, special type","Pancreas","1"
"EWSR1::BEND2","Carcinoid tumor","Pancreas","1"
"EWSR1::BEND2","Aneurysmal bone cyst","Skeleton","1"
"EWSR1::BEND2","Adenocarcinoma","Salivary gland","1"
"EWSR1::BEND2","Adenocarcinoma","Lung","1"
"EWSR1::ATF1","Soft tissue tumor, special type","Lung","1"
"EWSR1::ATF1","Osteogenic/bone tumor, NOS","Skeleton","1"
"EWSR1::ATF1","Neuroglial neoplasm, special type","","1"
"EWSR1::ATF1","Myoepithelioma/myoepithelial carcinoma/mixed tumor","Soft tissue","1"
"EWSR1::ATF1","Muscle tumor, special type","Soft tissue","1"
"EWSR1::ATF1","Mesothelioma","Intrathoracal","1"
"EWSR1::ATF1","Mesenchymal tumor, NOS","Brain","1"
"EWSR1::ATF1","Malignant melanoma","Skin","1"
"EWSR1::ATF1","Malignant epithelial tumor, special type","Tongue","1"
"EWSR1::ATF1","Malignant epithelial tumor, special type","Skeleton","1"
"EWSR1::ATF1","Fibroblastic/myofibroblastic tumor, special type","Soft tissue","1"
"EWSR1::ATF1","Ewing sarcoma","Skeleton","1"
"EWSR1::ATF1","Clear cell sarcoma","Unknown site","1"
"EWSR1::ATF1","Clear cell sarcoma","Stomach","1"
"EWSR1::ATF1","Carcinoma, NOS","Salivary gland","1"
"EWSR1::ABR","Squamous cell carcinoma","Oral cavity","1"
"EWSR1::ABR","Squamous cell carcinoma","Nasopharynx","1"
"EVPL::SAP30BP","Adenocarcinoma","Uterus, corpus","1"
"EVL::TRAF3","Adenocarcinoma","Breast","1"
"EVL::SFTA3","Acute lymphoblastic leukemia/lymphoblastic lymphoma","","1"
"EVL::NKX2-1","Acute lymphoblastic leukemia/lymphoblastic lymphoma","","1"
"EVL::EML1","Adenocarcinoma","Breast","1"
"EVI5L::PTPRS","Adenocarcinoma","Oesophagus","1"
"EVI5L::PGPEP1","Mesenchymal tumor, NOS","Unknown site","1"
"EVI5::HFM1","Adenocarcinoma","Prostate","1"
"EVI5::GFI1","Adenocarcinoma","Large intestine","1"
"EVI5::FUBP1","Mature B-cell neoplasm, NOS","","1"
"EVI5::BRAF","Fibroblastic/myofibroblastic tumor, special type","Soft tissue","1"
"EVC::MGST1","Adenocarcinoma","Breast","1"
"EVC::DYNC2I1","Adenocarcinoma","Breast","1"
"EVC2::STK32B","Malignant melanoma","Skin","1"
"EVC2::CPM","Mesenchymal tumor, NOS","Unknown site","1"
"EVA1C::TMEM50B","Adenocarcinoma","Kidney","1"
"EVA1C::TCP10L","Mesothelioma","Pleura","1"
"EVA1C::TCP10L","Mesothelioma","Lung","1"
"EVA1C::HUNK","Adenocarcinoma","Breast","1"
"EVA1C::ABCG1","Adenocarcinoma","Stomach","1"
"EVA1A::TTC28","Squamous cell carcinoma","Lung","1"
"ETV6::ZNF385A","Acute lymphoblastic leukemia/lymphoblastic lymphoma","","1"
"ETV6::TNFRSF8","Squamous cell carcinoma","Nasal cavity/Paranasal sinuses","1"
"ETV6::TMTC1","Acute lymphoblastic leukemia/lymphoblastic lymphoma","","1"
"ETV6::SYK","Myelodysplastic/myeloproliferative disease, NOS","","1"
"ETV6::SYK","Myelodysplastic syndrome, NOS","","1"
"ETV6::SYK","Bilineage or biphenotypic leukemia","","1"
"ETV6::SYK","Acute lymphoblastic leukemia/lymphoblastic lymphoma","","1"
"ETV6::STK3","Acute myeloblastic leukemia with minimal differentiation (FAB type M0)","","1"
"ETV6::SNUPN","Acute lymphoblastic leukemia/lymphoblastic lymphoma","","1"
"ETV6::SMCO2","Acute myeloid leukemia, NOS","","1"
"ETV6::SMCO2","Acute myeloblastic leukemia with maturation (FAB type M2)","","1"
"ETV6::RUNX1","Bilineage or biphenotypic leukemia","","1"
"ETV6::RUNX1","Acute monoblastic leukemia without differentiation (FAB type M5a)","","1"
"ETV6::RNF217","Acute lymphoblastic leukemia/lymphoblastic lymphoma","","1"
"ETV6::RIMBP2","Astrocytoma, grade III-IV/Glioblastoma","Brain","1"
"ETV6::RBFOX2","Acute myeloid leukemia, NOS","","1"
"ETV6::QSOX1","Acute lymphoblastic leukemia/lymphoblastic lymphoma","","1"
"ETV6::PTPRR","Acute myeloblastic leukemia with maturation (FAB type M2)","","1"
"ETV6::PTPRO","Acute lymphoblastic leukemia/lymphoblastic lymphoma","","1"
"ETV6::PRH2","Transitional cell carcinoma","Bladder","1"
"ETV6::PRDM16","Acute myelomonocytic leukemia (FAB type M4)","","1"
"ETV6::PMEL","Acute lymphoblastic leukemia/lymphoblastic lymphoma","","1"
"ETV6::PER1","Acute myeloid leukemia, NOS","","1"
"ETV6::PDGFRB","Chronic eosinophilic leukemia/hypereosinophilic syndrome","","1"
"ETV6::PDGFRB","Bilineage or biphenotypic leukemia","","1"
"ETV6::PDGFRB","Acute myeloid leukemia, NOS","","1"
"ETV6::PDGFRB","Acute myeloblastic leukemia with minimal differentiation (FAB type M0)","","1"
"ETV6::NUFIP1","Acute lymphoblastic leukemia/lymphoblastic lymphoma","","1"
"ETV6::NTRK3","Undifferentiated round cell sarcoma","Soft tissue","1"
"ETV6::NTRK3","Undifferentiated carcinoma, small cell","Lung","1"
"ETV6::NTRK3","Soft tissue tumor, special type","Soft tissue","1"
"ETV6::NTRK3","Oligodendroglioma","Brain","1"
"ETV6::NTRK3","Melanocytic neoplasm, special type","Soft tissue","1"
"ETV6::NTRK3","Malignant epithelial tumor, special type","Skin","1"
"ETV6::NTRK3","Malignant epithelial tumor, special type","Pancreas","1"
"ETV6::NTRK3","Inflammatory myofibroblastic tumor/myofibroblastic sarcoma","Uterus, corpus","1"
"ETV6::NTRK3","Hemangioma/lymphangioma","Soft tissue","1"
"ETV6::NTRK3","Gastrointestinal stromal tumor","Large intestine","1"
"ETV6::NTRK3","Fibrosarcoma","Kidney","1"
"ETV6::NTRK3","Chronic eosinophilic leukemia/hypereosinophilic syndrome","","1"
"ETV6::NTRK3","Carcinoid tumor","Lung","1"
"ETV6::NTRK3","Benign nevus","Skin","1"
"ETV6::NTRK3","Astrocytoma, pilocytic/juvenile","Brain","1"
"ETV6::NTRK3","Astrocytoma, grade III-IV/Glioblastoma","Brain","1"
"ETV6::NTRK3","Adenocarcinoma","Pancreas","1"
"ETV6::NTRK3","Adenocarcinoma","Nasopharynx","1"
"ETV6::NTRK3","Adenocarcinoma","Nasal cavity/Paranasal sinuses","1"
"ETV6::NTRK3","Acute myeloblastic leukemia with minimal differentiation (FAB type M0)","","1"
"ETV6::NTRK3","Acute myeloblastic leukemia with maturation (FAB type M2)","","1"
"ETV6::NTRK3","Acute monoblastic leukemia with differentiation (FAB type M5b)","","1"
"ETV6::NTRK3","Acute monoblastic leukemia (FAB type M5)","","1"
"ETV6::NOM1","Acute myeloid leukemia, NOS","","1"
"ETV6::NID1","Acute lymphoblastic leukemia/lymphoblastic lymphoma","","1"
"ETV6::NCOA2","Bilineage or biphenotypic leukemia","","1"
"ETV6::NCOA2","Acute myeloid leukemia, NOS","","1"
"ETV6::NCOA2","Acute myeloblastic leukemia with minimal differentiation (FAB type M0)","","1"
"ETV6::MET","Malignant epithelial tumor, special type","Salivary gland","1"
"ETV6::MEIS2","Acute myeloid leukemia, NOS","","1"
"ETV6::MECOM","Chronic myeloid leukemia, t(9;22)","","1"
"ETV6::MECOM","Atypical chronic myeloid leukemia","","1"
"ETV6::MECOM","Acute myeloblastic leukemia with minimal differentiation (FAB type M0)","","1"
"ETV6::MECOM","Acute monoblastic leukemia without differentiation (FAB type M5a)","","1"
"ETV6::MAML3","Malignant epithelial tumor, special type","Salivary gland","1"
"ETV6::MACROD2","Squamous cell carcinoma","Uterus, cervix","1"
"ETV6::LYN","Idiopathic myelofibrosis","","1"
"ETV6::LYN","Acute myeloid leukemia, NOS","","1"
"ETV6::LYN","Acute myeloblastic leukemia with maturation (FAB type M2)","","1"
"ETV6::LPXN","Acute myeloblastic leukemia with maturation (FAB type M2)","","1"
"ETV6::LMBR1L","Acute myeloid leukemia, NOS","","1"
"ETV6::JAK2","Atypical chronic myeloid leukemia","","1"
"ETV6::ITPR2","Adenocarcinoma","Breast","1"
"ETV6::INO80D","Acute lymphoblastic leukemia/lymphoblastic lymphoma","","1"
"ETV6::IGH","Diffuse large B-cell lymphoma","Brain","1"
"ETV6::HIC1","Acute myeloid leukemia, NOS","","1"
"ETV6::GSK3A","Adenocarcinoma","Pancreas","1"
"ETV6::GOT1","Acute myeloid leukemia, NOS","","1"
"ETV6::GOT1","Acute myeloblastic leukemia without maturation (FAB type M1)","","1"
"ETV6::FRK","Acute myelomonocytic leukemia (FAB type M4)","","1"
"ETV6::FLT3","Chronic myeloproliferative disorder, NOS","","1"
"ETV6::FLT3","Chronic myelomonocytic leukemia","","1"
"ETV6::FLT3","Acute myeloid leukemia, NOS","","1"
"ETV6::FGFR3","Peripheral T-cell lymphoma, unspecified","","1"
"ETV6::FGFR2","Bilineage or biphenotypic leukemia","","1"
"ETV6::FGFR1","Bilineage or biphenotypic leukemia","","1"
"ETV6::FAAP100","Acute myelomonocytic leukemia (FAB type M4)","","1"
"ETV6::EVX2","Acute lymphoblastic leukemia/lymphoblastic lymphoma","","1"
"ETV6::ETV6","Germ cell tumor, NOS","Testis","1"
"ETV6::EPB41L2","Mesenchymal tumor, NOS","Unknown site","1"
"ETV6::EIF4B","Acute lymphoblastic leukemia/lymphoblastic lymphoma","","1"
"ETV6::EBF1","Acute lymphoblastic leukemia/lymphoblastic lymphoma","","1"
"ETV6::DUSP16","Adenocarcinoma","Prostate","1"
"ETV6::CYP3A4","Acute myeloid leukemia, NOS","","1"
"ETV6::CTNNB1","Acute monoblastic leukemia without differentiation (FAB type M5a)","","1"
"ETV6::CTNNB1","Acute lymphoblastic leukemia/lymphoblastic lymphoma","","1"
"ETV6::CREBBP","Acute lymphoblastic leukemia/lymphoblastic lymphoma","","1"
"ETV6::CLEC2B","Adenocarcinoma","Breast","1"
"ETV6::CIMAP2","Bilineage or biphenotypic leukemia","","1"
"ETV6::CIDEA","Mesothelioma","Pleura","1"
"ETV6::CIDEA","Mesothelioma","Lung","1"
"ETV6::CDX2","Acute myeloblastic leukemia without maturation (FAB type M1)","","1"
"ETV6::CDKN1B","Acute lymphoblastic leukemia/lymphoblastic lymphoma","","1"
"ETV6::CACNA1C","Osteosarcoma, NOS","Skeleton","1"
"ETV6::CACNA1C","Adenocarcinoma","Lung","1"
"ETV6::BORCS5","Acute lymphoblastic leukemia/lymphoblastic lymphoma","","1"
"ETV6::BMAL2","Acute myeloid leukemia, NOS","","1"
"ETV6::BMAL2","Acute myeloblastic leukemia with maturation (FAB type M2)","","1"
"ETV6::BHMT","Acute myeloblastic leukemia with maturation (FAB type M2)","","1"
"ETV6::BAZ2A","Acute lymphoblastic leukemia/lymphoblastic lymphoma","","1"
"ETV6::ARNT","Acute myeloblastic leukemia with maturation (FAB type M2)","","1"
"ETV6::ANLN","Acute myeloid leukemia, NOS","","1"
"ETV6::AMPH","Acute lymphoblastic leukemia/lymphoblastic lymphoma","","1"
"ETV6::ALK","Benign fibrous histiocytoma","Soft tissue","1"
"ETV6::ACSL6","Refractory anemia with excess blasts-2","","1"
"ETV6::ACSL6","Polycythemia vera","","1"
"ETV6::ACSL6","Myelodysplastic/myeloproliferative disease, NOS","","1"
"ETV6::ACSL6","Myelodysplastic syndrome, NOS","","1"
"ETV6::ACSL6","Atypical chronic myeloid leukemia","","1"
"ETV6::ACSL6","Acute lymphoblastic leukemia/lymphoblastic lymphoma","","1"
"ETV6::ACSL6","Acute eosinophilic leukemia","","1"
"ETV6::ABL2","Acute promyelocytic leukemia (FAB type M3)","","1"
"ETV6::ABL2","Acute myelomonocytic leukemia (FAB type M4)","","1"
"ETV6::ABL1","Myelodysplastic/myeloproliferative disease, NOS","","1"
"ETV6::ABL1","Chronic myeloproliferative disorder, NOS","","1"
"ETV6::ABL1","Chronic eosinophilic leukemia/hypereosinophilic syndrome","","1"
"ETV6::ABL1","Acute undifferentiated leukemia","","1"
"ETV6::ABL1","Acute myeloblastic leukemia without maturation (FAB type M1)","","1"
"ETV6::ABL1","Acute myeloblastic leukemia with maturation (FAB type M2)","","1"
"ETV5::DGKG","Adenocarcinoma","Stomach","1"
"ETV4::LSM12","Adenocarcinoma","Oesophagus","1"
"ETV4::CHID1","Adenocarcinoma","Stomach","1"
"ETV4::CCL16","Adenocarcinoma","Breast","1"
"ETV4::AHRR","Angiofibroma","Soft tissue","1"
"ETV3::SEC22B","Malignant melanoma","Skin","1"
"ETV3::NCOA2","Malignant soft tissue tumor, NOS","Soft tissue","1"
"ETV3::NCOA2","Histiocytic sarcoma/malignant histiocytosis","","1"
"ETV3::NCOA2","Dendritic cell neoplasm","","1"
"ETV1::CACNA2D1","Mesenchymal tumor, NOS","Unknown site","1"
"ETV1::BTBD9","Mesenchymal tumor, NOS","Unknown site","1"
"ETS2::GET1","Adenocarcinoma","Prostate","1"
"ETS2::ETV6","Acute lymphoblastic leukemia/lymphoblastic lymphoma","","1"
"ETS2::ERG","Acute promyelocytic leukemia (FAB type M3)","","1"
"ETS1::UBE2V2","Mesenchymal tumor, NOS","Unknown site","1"
"ETS1::SLC5A7","Malignant soft tissue tumor, NOS","Soft tissue","1"
"ETS1::NEGR1","Squamous cell carcinoma","Lung","1"
"ETNK2::REN","Adenocarcinoma","Liver","1"
"ETNK1::PPFIBP1","Adenocarcinoma","Breast","1"
"ETNK1::ITPR2","Adenocarcinoma","Stomach","1"
"ETHE1::ZNF235","Adenocarcinoma","Lung","1"
"ETHE1::UGT2A3","Adenocarcinoma","Breast","1"
"ETHE1::POU2F2","Adenocarcinoma","Large intestine","1"
"ETHE1::CADM4","Squamous cell carcinoma","Lung","1"
"ETFRF1::IRAG2","Mature B-cell neoplasm, NOS","","1"
"ETFRF1::IRAG2","Adenocarcinoma","Uterus, corpus","1"
"ETFRF1::IRAG2","Adenocarcinoma","Stomach","1"
"ETFA::METTL9","Adenocarcinoma","Kidney","1"
"ETFA::BRAF","Adenocarcinoma","Large intestine","1"
"ETF1::HSPA9","Adenocarcinoma","Pancreas","1"
"ESYT3::FAIM","Adenocarcinoma","Liver","1"
"ESYT3::ARMC8","Adenocarcinoma","Uterus, corpus","1"
"ESYT2::ZNF595","Squamous cell carcinoma","Nasopharynx","1"
"ESYT2::VIPR2","Adenocarcinoma","Kidney","1"
"ESYT2::PPP1R3A","Adenocarcinoma","Liver","1"
"ESYT2::NCAPG2","Malignant melanoma","Skin","1"
"ESYT2::NBPF15","Transitional cell carcinoma","Bladder","1"
"ESYT2::CNTNAP2","Squamous cell carcinoma","Nasopharynx","1"
"ESYT2::ATRN","Acute lymphoblastic leukemia/lymphoblastic lymphoma","","1"
"ESYT1::PA2G4","Transitional cell carcinoma","Bladder","1"
"ESRRG::MTARC2","Adenocarcinoma","Ovary","1"
"ESRRG::ACBD3","Diffuse large B-cell lymphoma","","1"
"ESRRG::ACBD3","Adenocarcinoma","Breast","1"
"ESRRA::ZNF317","Adenocarcinoma","Uterus, corpus","1"
"ESRRA::CATSPERZ","Malignant melanoma","Skin","1"
"ESRRA::CATSPERZ","Adenocarcinoma","Ovary","1"
"ESRP1::RAF1","Adenocarcinoma","Prostate","1"
"ESRP1::INTS8","Adenocarcinoma","Breast","1"
"ESR1::ZBTB2","Adenocarcinoma","Breast","1"
"ESR1::VTA1","Adenocarcinoma","Breast","1"
"ESR1::UTRN","Adenocarcinoma","Breast","1"
"ESR1::USP25","Adenocarcinoma","Breast","1"
"ESR1::SIM1","Mesenchymal tumor, NOS","Unknown site","1"
"ESR1::RAB32","Adenocarcinoma","Ovary","1"
"ESR1::POLR2E","Adenocarcinoma","Breast","1"
"ESR1::POLH","Adenocarcinoma","Breast","1"
