,CanonicalFusionName,Gene1,Gene2,ProfileID,ModelID,TotalReadsSupportingFusion,TotalFusionCoverage,FFPM,SplitReads1,SplitReads2,DiscordantMates,Strand1,Strand2,ReadingFrame
23091,CCDC146--CH17-264B6.3,CH17-264B6.3 (ENSG00000277125.1),CCDC146 (ENSG00000135205.15),PR-mEX7rp,ACH-000460,3,434,0.03401169469447606,0,0,3,+/+,+/+,.
23092,CH507-528H12.1--MAFIP,MAFIP (ENSG00000278212.2),CH507-528H12.1 (ENSG00000280441.3),PR-mEX7rp,ACH-000460,10,1447,0.11337231564825355,7,2,1,-/-,+/+,.
23093,CNTN6--RP11-204C23.1,RP11-204C23.1 (ENSG00000225044.1),CNTN6 (.),PR-mEX7rp,ACH-000460,3,50,0.03401169469447606,0,2,1,-/-,./-,.
23094,CTDNEP1--LUC7L,LUC7L (ENSG00000007392.17),CTDNEP1 (ENSG00000175826.12),PR-mEX7rp,ACH-000460,6,688,0.06802338938895212,2,4,0,-/-,-/-,in-frame
23095,DDX60--PALLD,DDX60 (ENSG00000137628.18),PALLD (ENSG00000129116.19),PR-mEX7rp,ACH-000460,12,19,0.13604677877790425,4,2,6,-/.,+/.,.
23096,ETV4--RP11-527L4.6,ETV4 (ENSG00000175832.13),RP11-527L4.6 (ENSG00000267420.1),PR-mEX7rp,ACH-000460,11,13,0.1247095472130789,4,1,6,-/-,+/-,.
23097,FAM102A--PTGES2,FAM102A (ENSG00000167106.12),PTGES2 (ENSG00000148334.16),PR-mEX7rp,ACH-000460,12,553,0.13604677877790425,3,7,2,-/-,-/-,out-of-frame
23098,FAM102A--PTGES2-AS1,FAM102A (ENSG00000167106.12),PTGES2-AS1 (.),PR-mEX7rp,ACH-000460,8,140,0.09069785251860284,2,5,1,-/-,./-,out-of-frame
23099,HIKESHI--PICALM,PICALM (ENSG00000073921.18),HIKESHI (ENSG00000149196.16),PR-mEX7rp,ACH-000460,30,1061,0.34011694694476063,11,7,12,-/-,+/-,out-of-frame
23100,HSD17B4--TNFAIP8,HSD17B4 (ENSG00000133835.18),TNFAIP8 (ENSG00000145779.8),PR-mEX7rp,ACH-000460,5,1384,0.056686157824126775,1,2,2,+/+,+/+,in-frame
23101,KRT7--KRT8,KRT7 (ENSG00000135480.16),KRT8 (ENSG00000170421.12),PR-mEX7rp,ACH-000460,7,62480,0.07936062095377748,2,4,1,+/+,-/-,in-frame
23102,KRT7--KRT8,KRT8 (ENSG00000170421.12),KRT7 (ENSG00000135480.16),PR-mEX7rp,ACH-000460,35,208250,0.3968031047688874,7,16,12,-/-,+/+,in-frame
23103,LCN2--MTCO1P12,MTCO1P12 (ENSG00000237973.1),LCN2 (ENSG00000148346.12),PR-mEX7rp,ACH-000460,75,119185,0.8502923673619016,7,57,11,+/+,+/+,.
23104,LUC7L--RP1-4G17.5,LUC7L (ENSG00000007392.17),RP1-4G17.5 (ENSG00000262302.1),PR-mEX7rp,ACH-000460,6,688,0.06802338938895212,2,4,0,-/-,-/-,out-of-frame
23105,MACF1--RP5-864K19.4,MACF1 (ENSG00000127603.31),RP5-864K19.4 (ENSG00000228436.3),PR-mEX7rp,ACH-000460,8,132,0.09069785251860284,4,2,2,+/+,+/+,out-of-frame
23106,MAFIP--MTND3P22,MAFIP (ENSG00000278212.2),MTND3P22 (.),PR-mEX7rp,ACH-000460,7,1456,0.07936062095377748,6,1,0,-/-,./+,.
23107,NIF3L1--NIF3L1,NIF3L1 (ENSG00000196290.16),NIF3L1 (ENSG00000196290.16),PR-mEX7rp,ACH-000460,3,152,0.03401169469447606,1,1,1,+/.,+/.,.
23108,NOL10--RP11-734K21.3,NOL10 (ENSG00000115761.16),RP11-734K21.3 (.),PR-mEX7rp,ACH-000460,4,558,0.04534892625930142,1,1,2,-/-,./-,out-of-frame
23109,PITPNM2--VPS37B,VPS37B (ENSG00000139722.7),PITPNM2 (ENSG00000090975.14),PR-mEX7rp,ACH-000460,9,663,0.10203508408342819,5,0,4,-/-,-/-,out-of-frame
23110,PWP1--RAP1B,RAP1B (ENSG00000127314.18),PWP1 (ENSG00000136045.12),PR-mEX7rp,ACH-000460,2,2088,0.02267446312965071,0,1,1,+/+,+/+,.
23111,RP11-1281K21.9--TEKT4P2,TEKT4P2 (ENSG00000188681.11),RP11-1281K21.9 (.),PR-mEX7rp,ACH-000460,4,90,0.04534892625930142,2,1,1,-/-,./-,.
23112,RP11-47G4.3--RP5-925J7.1,RP5-925J7.1 (ENSG00000286381.1),RP11-47G4.3 (ENSG00000287693.1),PR-mEX7rp,ACH-000460,4,16,0.04534892625930142,0,4,0,-/-,+/+,.
23113,SBNO2--SBNO2,SBNO2 (ENSG00000064932.16),SBNO2 (ENSG00000064932.16),PR-mEX7rp,ACH-000460,91,573,1.0316880723991073,55,36,0,-/-,-/-,in-frame
23114,SEPTIN7P15--SEPTIN7P7,SEPTIN7P15 (ENSG00000275061.2),SEPTIN7P7 (ENSG00000229897.2),PR-mEX7rp,ACH-000460,4,36,0.04534892625930142,0,1,3,-/-,+/+,.
23115,SLC19A1--SLMAP,SLMAP (ENSG00000163681.16),SLC19A1 (ENSG00000173638.19),PR-mEX7rp,ACH-000460,10,151,0.11337231564825355,5,2,3,+/+,-/-,out-of-frame
23116,SYNPO2L--USP54,USP54 (ENSG00000166348.19),SYNPO2L (ENSG00000166317.12),PR-mEX7rp,ACH-000460,11,65,0.1247095472130789,1,9,1,-/-,-/-,.
23117,AC112229.1--LINC01123,LINC01123 (ENSG00000204588.5),AC112229.1 (.),PR-7WaDe1,ACH-000461,16,856,0.20342883109094367,9,7,0,+/+,./-,.
23118,ACAD9--ACAD9,ACAD9 (ENSG00000177646.20),ACAD9 (ENSG00000177646.20),PR-7WaDe1,ACH-000461,10,45,0.1271430194318398,4,6,0,+/+,+/+,in-frame
23119,ANK1--DLG2,ANK1 (ENSG00000029534.21),DLG2 (ENSG00000150672.18),PR-7WaDe1,ACH-000461,13,71,0.16528592526139174,4,3,6,-/-,-/+,out-of-frame
23120,ANK1--RP11-160H12.3,ANK1 (ENSG00000029534.21),RP11-160H12.3 (ENSG00000254629.1),PR-7WaDe1,ACH-000461,5,72,0.0635715097159199,4,1,0,-/-,-/+,out-of-frame
23121,ARHGAP32--KCNJ1,ARHGAP32 (ENSG00000134909.19),KCNJ1 (ENSG00000151704.16),PR-7WaDe1,ACH-000461,28,154,0.35600045440915146,9,11,8,-/-,-/-,in-frame
23122,ARHGAP32--KCNJ1,ARHGAP32 (ENSG00000134909.19),KCNJ1 (ENSG00000151704.16),PR-7WaDe1,ACH-000461,31,185,0.3941433602387034,5,3,23,-/-,-/-,out-of-frame
23123,BCAR4--ZC3H7A,ZC3H7A (ENSG00000122299.12),BCAR4 (ENSG00000262117.5),PR-7WaDe1,ACH-000461,17,257,0.21614313303412766,3,12,2,-/-,-/-,.
23124,BICRAL--RP5-973N23.5,BICRAL (ENSG00000112624.12),RP5-973N23.5 (ENSG00000288721.1),PR-7WaDe1,ACH-000461,3,122,0.03814290582955194,0,3,0,+/+,-/+,.
23125,BICRAL--USP49,BICRAL (ENSG00000112624.12),USP49 (ENSG00000164663.15),PR-7WaDe1,ACH-000461,3,122,0.03814290582955194,0,3,0,+/+,-/+,.
23126,CCND3--ZWILCH,CCND3 (ENSG00000112576.13),ZWILCH (ENSG00000174442.12),PR-7WaDe1,ACH-000461,15,20413,0.19071452914775971,9,2,4,-/-,+/-,out-of-frame
23127,CLIC2--F8,F8 (ENSG00000185010.15),CLIC2 (ENSG00000155962.13),PR-7WaDe1,ACH-000461,2,10,0.02542860388636796,0,1,1,-/-,-/-,in-frame
23128,CMTM1--CMTM1,CMTM1 (ENSG00000089505.18),CMTM1 (ENSG00000089505.18),PR-7WaDe1,ACH-000461,10,78,0.1271430194318398,3,7,0,+/+,+/+,out-of-frame
23129,CTD-2028E8.2--EMSY,EMSY (ENSG00000158636.16),CTD-2028E8.2 (.),PR-7WaDe1,ACH-000461,8,628,0.10171441554547184,7,1,0,+/+,./+,out-of-frame
23130,DAP3--YY1AP1,DAP3 (ENSG00000132676.16),YY1AP1 (ENSG00000163374.20),PR-7WaDe1,ACH-000461,51,3092,0.648429399102383,5,43,3,+/+,-/-,.
23131,DPP8--RP3-475N16.1,DPP8 (ENSG00000074603.19),RP3-475N16.1 (.),PR-7WaDe1,ACH-000461,14,435,0.17800022720457573,3,7,4,-/-,./-,out-of-frame
23132,DPP8--RPL24P4,DPP8 (ENSG00000074603.19),RPL24P4 (.),PR-7WaDe1,ACH-000461,12,92,0.15257162331820776,2,0,10,-/-,./-,.
23133,DPY19L1P2--ZNRF2P2,ZNRF2P2 (ENSG00000225264.3),DPY19L1P2 (ENSG00000231952.3),PR-7WaDe1,ACH-000461,3,58,0.03814290582955194,0,3,0,-/-,+/+,.
23134,EEF2K--SMG1P3,SMG1P3 (ENSG00000180747.15),EEF2K (ENSG00000103319.12),PR-7WaDe1,ACH-000461,54,560,0.6865723049319349,15,25,14,-/-,+/+,.
23135,EMSY--GRM5,EMSY (ENSG00000158636.16),GRM5 (ENSG00000168959.15),PR-7WaDe1,ACH-000461,3,132,0.03814290582955194,2,1,0,+/+,-/-,in-frame
23136,EMSY--GRM5,EMSY (ENSG00000158636.16),GRM5 (ENSG00000168959.15),PR-7WaDe1,ACH-000461,28,558,0.35600045440915146,10,11,7,+/+,-/-,out-of-frame
23137,EMSY--PSMA2P1,EMSY (ENSG00000158636.16),PSMA2P1 (.),PR-7WaDe1,ACH-000461,213,855,2.7081463138981876,29,95,89,+/+,./+,out-of-frame
23138,EMSY--RP11-665E10.6,EMSY (ENSG00000158636.16),RP11-665E10.6 (ENSG00000285835.1),PR-7WaDe1,ACH-000461,9,830,0.11442871748865582,2,1,6,+/+,-/+,out-of-frame
23139,EMSY--THAP12,THAP12 (ENSG00000137492.9),EMSY (ENSG00000158636.16),PR-7WaDe1,ACH-000461,79,488,1.0044298535115344,2,1,76,-/-,+/+,.
23140,EMSY--THAP12,THAP12 (ENSG00000137492.9),EMSY (ENSG00000158636.16),PR-7WaDe1,ACH-000461,273,3940,3.4710044304892267,34,41,198,-/-,+/+,out-of-frame
23141,EMSY--THAP12,THAP12 (ENSG00000137492.9),EMSY (ENSG00000158636.16),PR-7WaDe1,ACH-000461,272,1739,3.4582901285460426,50,44,178,-/-,+/+,stop-codon
23142,EYA3--RP1-27O5.3,EYA3 (ENSG00000158161.16),RP1-27O5.3 (ENSG00000254553.1),PR-7WaDe1,ACH-000461,36,496,0.4577148699546233,5,10,21,-/-,+/+,out-of-frame
23143,EYA3--ZBTB8A,EYA3 (ENSG00000158161.16),ZBTB8A (ENSG00000160062.15),PR-7WaDe1,ACH-000461,10,232,0.1271430194318398,2,3,5,-/-,+/+,out-of-frame
23144,GBP2--PKN2-AS1,GBP2 (ENSG00000162645.13),PKN2-AS1 (ENSG00000237505.8),PR-7WaDe1,ACH-000461,10,34,0.1271430194318398,3,0,7,-/-,-/-,out-of-frame
23145,KIF20B--KIF20B,KIF20B (ENSG00000138182.15),KIF20B (ENSG00000138182.15),PR-7WaDe1,ACH-000461,23,264,0.29242894469323155,11,12,0,+/+,+/+,in-frame
23146,KRAS--KRAS,KRAS (ENSG00000133703.13),KRAS (.),PR-7WaDe1,ACH-000461,244,11113,3.102289674136891,47,60,137,-/-,./+,out-of-frame
23147,KRT7--KRT8,KRT7 (ENSG00000135480.16),KRT8 (ENSG00000170421.12),PR-7WaDe1,ACH-000461,16,144977,0.20342883109094367,1,11,4,+/+,-/-,in-frame
23148,KRT7--KRT8,KRT8 (ENSG00000170421.12),KRT7 (ENSG00000135480.16),PR-7WaDe1,ACH-000461,26,227820,0.3305718505227835,8,10,8,-/-,+/+,in-frame
23149,LERFS--RP11-475I24.3,LERFS (ENSG00000234665.9),RP11-475I24.3 (.),PR-7WaDe1,ACH-000461,2,146,0.02542860388636796,0,2,0,-/-,./+,.
23150,MID1--RP11-120D5.1,RP11-120D5.1 (ENSG00000234129.8),MID1 (ENSG00000101871.16),PR-7WaDe1,ACH-000461,6,281,0.07628581165910388,0,1,5,-/-,-/-,.
23151,PFN1--UBB,PFN1 (ENSG00000108518.8),UBB (ENSG00000170315.14),PR-7WaDe1,ACH-000461,7,30075,0.08900011360228786,3,1,3,-/-,+/+,in-frame
23152,PHACTR4--SMPDL3B,PHACTR4 (ENSG00000204138.13),SMPDL3B (ENSG00000130768.15),PR-7WaDe1,ACH-000461,80,2126,1.0171441554547185,39,13,28,+/+,+/+,in-frame
23153,PHACTR4--SMPDL3B,PHACTR4 (ENSG00000204138.13),SMPDL3B (ENSG00000130768.15),PR-7WaDe1,ACH-000461,17,952,0.21614313303412766,0,2,15,+/+,+/+,out-of-frame
23154,PHACTR4--SPCS2P4,PHACTR4 (ENSG00000204138.13),SPCS2P4 (ENSG00000228589.3),PR-7WaDe1,ACH-000461,28,1794,0.35600045440915146,12,12,4,+/+,-/+,out-of-frame
23155,PHACTR4--ZSCAN20,PHACTR4 (ENSG00000204138.13),ZSCAN20 (ENSG00000121903.15),PR-7WaDe1,ACH-000461,7,353,0.08900011360228786,4,2,1,+/+,+/-,out-of-frame
23156,PTK7--PTK7,PTK7 (ENSG00000112655.16),PTK7 (ENSG00000112655.16),PR-7WaDe1,ACH-000461,81,286,1.0298584573979024,16,52,13,+/+,+/-,out-of-frame
23157,RAB28--RP11-22A3.1,RAB28 (ENSG00000157869.16),RP11-22A3.1 (.),PR-7WaDe1,ACH-000461,2,103,0.02542860388636796,0,1,1,-/-,./-,out-of-frame
23158,RP11-217A12.2--YY1AP1,YY1AP1 (ENSG00000163374.20),RP11-217A12.2 (.),PR-7WaDe1,ACH-000461,3,271,0.03814290582955194,3,0,0,-/-,./-,.
23159,RP11-217A12.2--YY1AP1,YY1AP1 (ENSG00000163374.20),RP11-217A12.2 (ENSG00000286151.1),PR-7WaDe1,ACH-000461,11,288,0.1398573213750238,4,2,5,-/-,+/-,.
23160,RP11-364B6.2--TGFBR3,TGFBR3 (ENSG00000069702.11),RP11-364B6.2 (.),PR-7WaDe1,ACH-000461,11,37,0.1398573213750238,6,3,2,-/-,./+,out-of-frame
23161,RP11-85G21.4--YY1AP1,YY1AP1 (ENSG00000163374.20),RP11-85G21.4 (ENSG00000286073.1),PR-7WaDe1,ACH-000461,21,293,0.2670003408068636,3,10,8,-/-,-/-,.
23162,RPA2--SMPDL3B,RPA2 (.),SMPDL3B (ENSG00000130768.15),PR-7WaDe1,ACH-000461,7,69,0.08900011360228786,1,4,2,./.,+/.,.
23163,SBNO2--SBNO2,SBNO2 (ENSG00000064932.16),SBNO2 (ENSG00000064932.16),PR-7WaDe1,ACH-000461,43,262,0.5467149835569112,28,15,0,-/-,-/-,in-frame
23164,SMPDL3B--SPCS2P4,SPCS2P4 (.),SMPDL3B (ENSG00000130768.15),PR-7WaDe1,ACH-000461,4,86,0.05085720777273592,2,0,2,./+,+/+,.
23165,SPNS3--ZZEF1,ZZEF1 (ENSG00000074755.15),SPNS3 (ENSG00000182557.8),PR-7WaDe1,ACH-000461,34,148,0.4322862660682553,13,10,11,-/-,+/-,out-of-frame
23166,TP73--TP73,TP73 (ENSG00000078900.15),TP73 (ENSG00000078900.15),PR-7WaDe1,ACH-000461,15,98,0.19071452914775971,4,6,5,+/+,+/-,out-of-frame
23167,TUBB2B--TUBB4B,TUBB2B (ENSG00000137285.11),TUBB4B (ENSG00000188229.6),PR-7WaDe1,ACH-000461,2,16666,0.02542860388636796,0,1,1,-/-,+/+,in-frame
23168,UBXN10--UBXN10,UBXN10 (ENSG00000162543.6),UBXN10 (ENSG00000162543.6),PR-7WaDe1,ACH-000461,13,65,0.16528592526139174,10,3,0,+/+,+/+,in-frame
23169,5S_rRNA--NPEPPS,NPEPPS (ENSG00000141279.17),5S_rRNA (.),PR-IqhZHg,ACH-000462,15,608,0.20420050234957182,8,6,1,+/+,./-,out-of-frame
23170,ABL1--BCR,ABL1 (ENSG00000097007.19),BCR (ENSG00000186716.21),PR-IqhZHg,ACH-000462,57,593,0.7759619089283729,11,35,11,+/+,+/+,in-frame
23171,ABL1--BCR,ABL1 (ENSG00000097007.19),BCR (ENSG00000186716.21),PR-IqhZHg,ACH-000462,4,717,0.05445346729321915,1,1,2,+/+,+/+,out-of-frame
23172,ABL1--BCR,BCR (ENSG00000186716.21),ABL1 (ENSG00000097007.19),PR-IqhZHg,ACH-000462,168,824,2.2870456263152046,51,65,52,+/+,+/+,in-frame
23173,ACIN1--ACIN1,ACIN1 (ENSG00000100813.15),ACIN1 (ENSG00000100813.15),PR-IqhZHg,ACH-000462,107,1365,1.4566302500936124,33,74,0,-/-,-/-,in-frame
23174,AGAP3--GBX1,AGAP3 (ENSG00000133612.19),GBX1 (.),PR-IqhZHg,ACH-000462,15,146,0.20420050234957182,2,9,4,+/+,./+,out-of-frame
23175,CCBE1--PMAIP1,PMAIP1 (ENSG00000141682.12),CCBE1 (ENSG00000183287.14),PR-IqhZHg,ACH-000462,3,780,0.04084010046991436,0,3,0,+/-,-/-,.
23176,CCDC26--RP11-419K12.2,CCDC26 (ENSG00000229140.11),RP11-419K12.2 (ENSG00000285108.1),PR-IqhZHg,ACH-000462,1931,16319,26.287411335801547,130,500,1301,-/-,-/-,.
23177,DDX11--DDX11,DDX11 (ENSG00000013573.17),DDX11 (ENSG00000013573.17),PR-IqhZHg,ACH-000462,52,1177,0.707895074811849,42,10,0,+/+,+/+,in-frame
23178,DENND3--DENND3,DENND3 (ENSG00000105339.11),DENND3 (ENSG00000105339.11),PR-IqhZHg,ACH-000462,8,260,0.1089069345864383,2,0,6,+/.,+/.,.
23179,FRG1DP--MLLT10P1,FRG1DP (ENSG00000282870.1),MLLT10P1 (.),PR-IqhZHg,ACH-000462,4,169,0.05445346729321915,0,4,0,+/+,./+,.
23180,LINC00665--LINC00665,LINC00665 (ENSG00000232677.9),LINC00665 (ENSG00000232677.9),PR-IqhZHg,ACH-000462,10,248,0.13613366823304787,8,2,0,-/-,-/-,.
23181,LRRC37A--NSF,NSF (ENSG00000073969.18),LRRC37A (ENSG00000176681.14),PR-IqhZHg,ACH-000462,5,476,0.06806683411652394,0,4,1,+/+,+/+,out-of-frame
23182,LTBP4--RNU2-1,RNU2-1 (ENSG00000274585.1),LTBP4 (ENSG00000090006.18),PR-IqhZHg,ACH-000462,6,530,0.08168020093982872,1,2,3,-/-,+/+,.
23183,POU6F2--THSD7A,THSD7A (ENSG00000005108.16),POU6F2 (ENSG00000106536.21),PR-IqhZHg,ACH-000462,3,23,0.04084010046991436,1,2,0,-/-,+/-,out-of-frame
23184,PTPRS--UHRF1,UHRF1 (ENSG00000276043.5),PTPRS (ENSG00000105426.17),PR-IqhZHg,ACH-000462,134,10150,1.8241911543228415,24,86,24,+/+,-/+,out-of-frame
23185,RP1-120G22.12--RPL22,RP1-120G22.12 (ENSG00000285629.1),RPL22 (ENSG00000116251.11),PR-IqhZHg,ACH-000462,27,98052,0.36756090422922927,16,11,0,-/-,-/-,in-frame
23186,RP1-120G22.12--RPL22,RP1-120G22.12 (ENSG00000285629.1),RPL22 (ENSG00000116251.11),PR-IqhZHg,ACH-000462,277,55679,3.770902610055426,111,133,33,-/-,-/-,out-of-frame
23187,RP11-206L10.2--RP11-206L10.2,RP11-206L10.2 (ENSG00000228327.3),RP11-206L10.2 (ENSG00000228327.3),PR-IqhZHg,ACH-000462,7,202,0.09529356776313351,2,5,0,-/-,-/-,.
23188,RP11-264B17.2--RP11-264B17.2,RP11-264B17.2 (ENSG00000260853.2),RP11-264B17.2 (ENSG00000260853.2),PR-IqhZHg,ACH-000462,7,205,0.09529356776313351,1,4,2,-/.,-/.,.
23189,RPL22--RPL22,RPL22 (ENSG00000116251.11),RPL22 (ENSG00000116251.11),PR-IqhZHg,ACH-000462,363,55679,4.941652156859638,174,133,56,-/-,-/-,out-of-frame
23190,SLC25A5--SLC25A6,SLC25A6 (ENSG00000169100.14),SLC25A5 (ENSG00000005022.6),PR-IqhZHg,ACH-000462,3,14850,0.04084010046991436,0,1,2,-/-,+/+,in-frame
23191,SLFN11--SLFN12,SLFN11 (ENSG00000172716.16),SLFN12 (ENSG00000172123.13),PR-IqhZHg,ACH-000462,10,1543,0.13613366823304787,3,7,0,-/-,-/-,out-of-frame
23192,TFAM--TFAM,TFAM (ENSG00000108064.11),TFAM (.),PR-IqhZHg,ACH-000462,4,177,0.05445346729321915,1,0,3,+/.,./.,.
23193,USP18--XXbac-B33L19.6,USP18 (ENSG00000184979.10),XXbac-B33L19.6 (ENSG00000277017.1),PR-IqhZHg,ACH-000462,5,157,0.06806683411652394,2,3,0,+/+,-/-,out-of-frame
23194,ZFYVE1--ZFYVE1,ZFYVE1 (ENSG00000165861.14),ZFYVE1 (ENSG00000165861.14),PR-IqhZHg,ACH-000462,15,83,0.20420050234957182,10,5,0,-/-,-/-,stop-codon
23195,AC009262.2--SSBP2,SSBP2 (ENSG00000145687.16),AC009262.2 (ENSG00000236212.2),PR-rGE9SL,ACH-000463,2,26,0.025030958289212098,0,2,0,-/-,+/+,.
23196,AC112229.1--LINC01123,LINC01123 (ENSG00000204588.5),AC112229.1 (.),PR-rGE9SL,ACH-000463,8,581,0.10012383315684839,4,4,0,+/+,./-,.
23197,ADIPOR2--ZNF146,ZNF146 (ENSG00000167635.12),ADIPOR2 (ENSG00000006831.10),PR-rGE9SL,ACH-000463,69,65,0.8635680609778174,19,9,41,+/+,+/-,.
23198,ADIPOR2--ZNF565,ADIPOR2 (ENSG00000006831.10),ZNF565 (ENSG00000196357.12),PR-rGE9SL,ACH-000463,34,1091,0.42552629091660565,8,9,17,+/+,-/-,.
23199,ANKRD11--CTC-454I21.3,ANKRD11 (ENSG00000167522.16),CTC-454I21.3 (ENSG00000267360.6),PR-rGE9SL,ACH-000463,19,154,0.23779410374751492,5,13,1,-/-,-/-,.
23200,ANKRD11--CTC-454I21.3,ANKRD11 (ENSG00000167522.16),CTC-454I21.3 (ENSG00000267360.6),PR-rGE9SL,ACH-000463,2,369,0.025030958289212098,1,1,0,-/-,-/-,out-of-frame
23201,ANKRD11--ZNF585A,ANKRD11 (ENSG00000167522.16),ZNF585A (ENSG00000196967.11),PR-rGE9SL,ACH-000463,3,369,0.03754643743381814,1,2,0,-/-,-/-,.
23202,ANKRD11--ZNF585B,ANKRD11 (ENSG00000167522.16),ZNF585B (ENSG00000245680.11),PR-rGE9SL,ACH-000463,18,154,0.22527862460290887,5,12,1,-/-,-/-,.
23203,ASPH--MIR4470,MIR4470 (.),ASPH (ENSG00000198363.18),PR-rGE9SL,ACH-000463,12,8856,0.15018574973527257,1,4,7,./-,-/-,.
23204,ATP5ME--EEF1D,ATP5ME (ENSG00000169020.10),EEF1D (ENSG00000104529.18),PR-rGE9SL,ACH-000463,5,12411,0.06257739572303024,2,1,2,-/-,-/-,in-frame
23205,CCDC146--FBXL13,FBXL13 (ENSG00000161040.16),CCDC146 (ENSG00000135205.15),PR-rGE9SL,ACH-000463,5,57,0.06257739572303024,0,1,4,-/-,+/+,out-of-frame
23206,COPS6--H3P6,H3P6 (ENSG00000235655.3),COPS6 (ENSG00000168090.10),PR-rGE9SL,ACH-000463,4,10419,0.050061916578424195,1,0,3,+/-,+/+,.
23207,CPSF6--NR0B1,CPSF6 (ENSG00000111605.18),NR0B1 (ENSG00000169297.8),PR-rGE9SL,ACH-000463,3,2739,0.03754643743381814,0,1,2,+/+,-/-,stop-codon
23208,CTB-31N19.2--OTOA,OTOA (.),CTB-31N19.2 (ENSG00000257639.1),PR-rGE9SL,ACH-000463,9,60,0.11263931230145444,1,2,6,./+,-/-,.
23209,CTSC--CTSC,CTSC (ENSG00000109861.17),CTSC (.),PR-rGE9SL,ACH-000463,27,96,0.33791793690436334,16,5,6,-/.,./.,.
23210,DNAI4--ZRANB2,ZRANB2 (ENSG00000132485.14),DNAI4 (ENSG00000152763.17),PR-rGE9SL,ACH-000463,78,1862,0.9762073732792718,21,20,37,-/-,-/-,.
23211,DUXAP9--RP11-536C10.13,DUXAP9 (ENSG00000225210.10),RP11-536C10.13 (ENSG00000257644.1),PR-rGE9SL,ACH-000463,3,834,0.03754643743381814,0,3,0,+/+,+/+,.
23212,EEF1A1--EEF1A2,EEF1A2 (ENSG00000101210.13),EEF1A1 (ENSG00000156508.19),PR-rGE9SL,ACH-000463,19,148826,0.23779410374751492,1,4,14,-/-,-/-,in-frame
23213,FAM155A--FAM155A,FAM155A (ENSG00000204442.4),FAM155A (ENSG00000204442.4),PR-rGE9SL,ACH-000463,3,121,0.03754643743381814,1,1,1,-/-,-/-,out-of-frame
23214,FBXL13--RP11-467H10.2,FBXL13 (ENSG00000161040.16),RP11-467H10.2 (ENSG00000259628.1),PR-rGE9SL,ACH-000463,5,57,0.06257739572303024,0,1,4,-/-,+/+,out-of-frame
23215,GAPDHP75--LINC01035,LINC01035 (ENSG00000226486.2),GAPDHP75 (.),PR-rGE9SL,ACH-000463,12,434,0.15018574973527257,4,2,6,+/+,./+,.
23216,GNAS--MKI67,MKI67 (ENSG00000148773.14),GNAS (ENSG00000087460.29),PR-rGE9SL,ACH-000463,3,10712,0.03754643743381814,1,2,0,-/-,+/+,in-frame
23217,GS1-293C5.1--TANGO6,TANGO6 (ENSG00000103047.8),GS1-293C5.1 (ENSG00000273138.1),PR-rGE9SL,ACH-000463,16,248,0.20024766631369678,7,3,6,+/+,+/+,out-of-frame
23218,HDAC1--MARCKSL1,HDAC1 (ENSG00000116478.12),MARCKSL1 (.),PR-rGE9SL,ACH-000463,10,1494,0.12515479144606048,0,3,7,+/+,./+,out-of-frame
23219,HNRNPA1--HNRNPA2B1,HNRNPA2B1 (ENSG00000122566.22),HNRNPA1 (ENSG00000135486.19),PR-rGE9SL,ACH-000463,7,46028,0.08760835401224235,0,7,0,-/-,+/+,in-frame
23220,KIF20B--KIF20B,KIF20B (ENSG00000138182.15),KIF20B (ENSG00000138182.15),PR-rGE9SL,ACH-000463,34,338,0.42552629091660565,13,21,0,+/+,+/+,in-frame
23221,LINC00602--LNCDAT,LNCDAT (ENSG00000288638.1),LINC00602 (.),PR-rGE9SL,ACH-000463,41,66,0.513134644928848,23,9,9,+/+,./+,.
23222,LINC00824--PVT1,PVT1 (ENSG00000249859.12),LINC00824 (.),PR-rGE9SL,ACH-000463,39,89,0.4881036866396359,6,9,24,+/+,./-,.
23223,LINC00824--PVT1,PVT1 (ENSG00000249859.12),LINC00824 (ENSG00000254275.6),PR-rGE9SL,ACH-000463,5138,110445,64.30453184498587,606,729,3803,+/+,-/-,.
23224,LINC00942--LINC00942,LINC00942 (ENSG00000249628.3),LINC00942 (.),PR-rGE9SL,ACH-000463,13,457,0.16270122887987865,3,0,10,+/.,./.,.
23225,LINC00967--LINC01035,LINC00967 (ENSG00000253138.5),LINC01035 (.),PR-rGE9SL,ACH-000463,2,29,0.025030958289212098,0,2,0,+/+,./+,.
23226,MIR3179-1--PDXDC1,PDXDC1 (ENSG00000179889.19),MIR3179-1 (.),PR-rGE9SL,ACH-000463,9,698,0.11263931230145444,1,0,8,+/+,./-,out-of-frame
23227,MYC--PVT1,PVT1 (ENSG00000249859.12),MYC (ENSG00000136997.21),PR-rGE9SL,ACH-000463,5,19406,0.06257739572303024,3,0,2,+/+,+/+,.
23228,NBEA--RP11-467L19.16,NBEA (ENSG00000172915.19),RP11-467L19.16 (.),PR-rGE9SL,ACH-000463,2,33,0.025030958289212098,0,2,0,+/+,./-,out-of-frame
23229,NBEAP1--NBEAP4,NBEAP4 (.),NBEAP1 (ENSG00000258590.5),PR-rGE9SL,ACH-000463,72,166,0.9011144984116355,0,1,71,./-,-/-,.
