seq_depth	seq_id	gene_fusion	Tool_Breakpoint	Distance_from_Simulated_Breakpoint	Algorithm	values_vector	Breakpoint_number
100GB	90%	ENSG00000149273:ENSG00000262898	FSB2	-3	FusionSeeker	-3	Breakpoint_2
100GB	90%	ENSG00000149273:ENSG00000262898	GB1	-4850	Genion	-4850	Breakpoint_1
100GB	90%	ENSG00000149273:ENSG00000262898	GB2	-3	Genion	-3	Breakpoint_2
100GB	90%	ENSG00000149273:ENSG00000262898	CTATLRB1	-758	CTAT-LR-Fusion	-758	Breakpoint_1
100GB	90%	ENSG00000149273:ENSG00000262898	CTATLRB2	-13	CTAT-LR-Fusion	-13	Breakpoint_2
100GB	90%	ENSG00000182621:ENSG00000124155	FSB1	-1	FusionSeeker	-1	Breakpoint_1
100GB	90%	ENSG00000182621:ENSG00000124155	FSB2	-1	FusionSeeker	-1	Breakpoint_2
100GB	90%	ENSG00000182621:ENSG00000124155	JB1	-1	JAFFAL	-1	Breakpoint_1
100GB	90%	ENSG00000182621:ENSG00000124155	JB2	0	JAFFAL	0	Breakpoint_2
100GB	90%	ENSG00000182621:ENSG00000124155	CTATLRB1	0	CTAT-LR-Fusion	0	Breakpoint_1
100GB	90%	ENSG00000182621:ENSG00000124155	CTATLRB2	0	CTAT-LR-Fusion	0	Breakpoint_2
100GB	90%	ENSG00000162882:ENSG00000288886	FSB1	-9180	FusionSeeker	-9180	Breakpoint_1
100GB	90%	ENSG00000162882:ENSG00000288886	FSB2	-2	FusionSeeker	-2	Breakpoint_2
100GB	90%	ENSG00000147434:ENSG00000164953	FSB1	-361	FusionSeeker	-361	Breakpoint_1
100GB	90%	ENSG00000147434:ENSG00000164953	FSB2	-14	FusionSeeker	-14	Breakpoint_2
100GB	90%	ENSG00000147434:ENSG00000164953	GB1	-1	Genion	-1	Breakpoint_1
100GB	90%	ENSG00000147434:ENSG00000164953	GB2	-14	Genion	-14	Breakpoint_2
100GB	90%	ENSG00000147434:ENSG00000164953	JB1	-353	JAFFAL	-353	Breakpoint_1
100GB	90%	ENSG00000147434:ENSG00000164953	JB2	-1	JAFFAL	-1	Breakpoint_2
100GB	90%	ENSG00000009830:ENSG00000087258	FSB1	-1564	FusionSeeker	-1564	Breakpoint_1
100GB	90%	ENSG00000009830:ENSG00000087258	FSB2	-1	FusionSeeker	-1	Breakpoint_2
100GB	90%	ENSG00000009830:ENSG00000087258	LB1	-1564	LongGF	-1564	Breakpoint_1
100GB	90%	ENSG00000009830:ENSG00000087258	LB2	-1	LongGF	-1	Breakpoint_2
100GB	90%	ENSG00000009830:ENSG00000087258	GB1	-780	Genion	-780	Breakpoint_1
100GB	90%	ENSG00000009830:ENSG00000087258	GB2	-1	Genion	-1	Breakpoint_2
100GB	90%	ENSG00000009830:ENSG00000087258	JB1	-1563	JAFFAL	-1563	Breakpoint_1
100GB	90%	ENSG00000009830:ENSG00000087258	JB2	1	JAFFAL	1	Breakpoint_2
100GB	90%	ENSG00000009830:ENSG00000087258	CTATLRB1	-1564	CTAT-LR-Fusion	-1564	Breakpoint_1
100GB	90%	ENSG00000009830:ENSG00000087258	CTATLRB2	-1	CTAT-LR-Fusion	-1	Breakpoint_2
100GB	90%	ENSG00000104957:ENSG00000104518	FSB1	-1	FusionSeeker	-1	Breakpoint_1
100GB	90%	ENSG00000104957:ENSG00000104518	FSB2	-1	FusionSeeker	-1	Breakpoint_2
100GB	90%	ENSG00000104957:ENSG00000104518	CTATLRB1	-1	CTAT-LR-Fusion	-1	Breakpoint_1
100GB	90%	ENSG00000104957:ENSG00000104518	CTATLRB2	-1	CTAT-LR-Fusion	-1	Breakpoint_2
100GB	90%	ENSG00000132122:ENSG00000179082	FSB1	-4184	FusionSeeker	-4184	Breakpoint_1
100GB	90%	ENSG00000132122:ENSG00000179082	FSB2	-2	FusionSeeker	-2	Breakpoint_2
100GB	90%	ENSG00000132122:ENSG00000179082	GB1	-3865	Genion	-3865	Breakpoint_1
100GB	90%	ENSG00000132122:ENSG00000179082	GB2	-2	Genion	-2	Breakpoint_2
100GB	90%	ENSG00000132122:ENSG00000179082	CTATLRB1	-4189	CTAT-LR-Fusion	-4189	Breakpoint_1
100GB	90%	ENSG00000132122:ENSG00000179082	CTATLRB2	-16	CTAT-LR-Fusion	-16	Breakpoint_2
100GB	90%	ENSG00000152223:ENSG00000152229	FSB1	-12830	FusionSeeker	-12830	Breakpoint_1
100GB	90%	ENSG00000152223:ENSG00000152229	FSB2	8664	FusionSeeker	8664	Breakpoint_2
100GB	90%	ENSG00000152223:ENSG00000152229	FSB1	-12827	FusionSeeker	-12827	Breakpoint_1
100GB	90%	ENSG00000152223:ENSG00000152229	FSB2	27749	FusionSeeker	27749	Breakpoint_2
100GB	90%	ENSG00000215124:ENSG00000225102	FSB1	-1152	FusionSeeker	-1152	Breakpoint_1
100GB	90%	ENSG00000215124:ENSG00000225102	FSB2	1698	FusionSeeker	1698	Breakpoint_2
100GB	90%	ENSG00000215124:ENSG00000225102	GB1	-6	Genion	-6	Breakpoint_1
100GB	90%	ENSG00000215124:ENSG00000225102	GB2	-1	Genion	-1	Breakpoint_2
100GB	90%	ENSG00000157916:ENSG00000205835	FSB1	-119	FusionSeeker	-119	Breakpoint_1
100GB	90%	ENSG00000157916:ENSG00000205835	FSB2	929	FusionSeeker	929	Breakpoint_2
100GB	90%	ENSG00000157916:ENSG00000205835	LB1	2	LongGF	2	Breakpoint_1
100GB	90%	ENSG00000157916:ENSG00000205835	LB2	3175	LongGF	3175	Breakpoint_2
100GB	90%	ENSG00000157916:ENSG00000205835	GB1	-5	Genion	-5	Breakpoint_1
100GB	90%	ENSG00000157916:ENSG00000205835	GB2	2047	Genion	2047	Breakpoint_2
100GB	90%	ENSG00000157916:ENSG00000205835	JB1	0	JAFFAL	0	Breakpoint_1
100GB	90%	ENSG00000157916:ENSG00000205835	JB2	3170	JAFFAL	3170	Breakpoint_2
100GB	90%	ENSG00000157916:ENSG00000205835	CTATLRB1	5	CTAT-LR-Fusion	5	Breakpoint_1
100GB	90%	ENSG00000157916:ENSG00000205835	CTATLRB2	3177	CTAT-LR-Fusion	3177	Breakpoint_2
100GB	90%	ENSG00000291093:ENSG00000096746	FSB1	-1	FusionSeeker	-1	Breakpoint_1
100GB	90%	ENSG00000291093:ENSG00000096746	FSB2	-2	FusionSeeker	-2	Breakpoint_2
100GB	90%	ENSG00000074219:ENSG00000236172	FSB1	-2545	FusionSeeker	-2545	Breakpoint_1
100GB	90%	ENSG00000074219:ENSG00000236172	FSB2	1405	FusionSeeker	1405	Breakpoint_2
100GB	90%	ENSG00000074219:ENSG00000236172	GB1	-2309	Genion	-2309	Breakpoint_1
100GB	90%	ENSG00000074219:ENSG00000236172	GB2	756	Genion	756	Breakpoint_2
100GB	90%	ENSG00000074219:ENSG00000236172	CTATLRB1	-2551	CTAT-LR-Fusion	-2551	Breakpoint_1
100GB	90%	ENSG00000074219:ENSG00000236172	CTATLRB2	1209	CTAT-LR-Fusion	1209	Breakpoint_2
100GB	90%	ENSG00000161513:ENSG00000172782	FSB1	-6509	FusionSeeker	-6509	Breakpoint_1
100GB	90%	ENSG00000161513:ENSG00000172782	FSB2	5337	FusionSeeker	5337	Breakpoint_2
100GB	90%	ENSG00000161513:ENSG00000172782	GB1	-823	Genion	-823	Breakpoint_1
100GB	90%	ENSG00000161513:ENSG00000172782	GB2	27	Genion	27	Breakpoint_2
100GB	90%	ENSG00000131037:ENSG00000125503	FSB1	-1	FusionSeeker	-1	Breakpoint_1
100GB	90%	ENSG00000131037:ENSG00000125503	FSB2	642	FusionSeeker	642	Breakpoint_2
100GB	90%	ENSG00000131037:ENSG00000125503	CTATLRB1	0	CTAT-LR-Fusion	0	Breakpoint_1
100GB	90%	ENSG00000131037:ENSG00000125503	CTATLRB2	643	CTAT-LR-Fusion	643	Breakpoint_2
100GB	90%	ENSG00000229606:ENSG00000289577	FSB1	0	FusionSeeker	0	Breakpoint_1
100GB	90%	ENSG00000229606:ENSG00000289577	FSB2	2876	FusionSeeker	2876	Breakpoint_2
100GB	90%	ENSG00000229606:ENSG00000289577	GB1	-817	Genion	-817	Breakpoint_1
100GB	90%	ENSG00000229606:ENSG00000289577	GB2	6	Genion	6	Breakpoint_2
100GB	90%	ENSG00000166348:ENSG00000165868	FSB1	-30006	FusionSeeker	-30006	Breakpoint_1
100GB	90%	ENSG00000166348:ENSG00000165868	FSB2	173	FusionSeeker	173	Breakpoint_2
100GB	90%	ENSG00000117758:ENSG00000159176	FSB1	0	FusionSeeker	0	Breakpoint_1
100GB	90%	ENSG00000117758:ENSG00000159176	FSB2	8881	FusionSeeker	8881	Breakpoint_2
100GB	90%	ENSG00000117758:ENSG00000159176	LB1	-2	LongGF	-2	Breakpoint_1
100GB	90%	ENSG00000117758:ENSG00000159176	LB2	1254	LongGF	1254	Breakpoint_2
100GB	90%	ENSG00000117758:ENSG00000159176	GB1	-36850	Genion	-36850	Breakpoint_1
100GB	90%	ENSG00000117758:ENSG00000159176	GB2	738	Genion	738	Breakpoint_2
100GB	90%	ENSG00000117758:ENSG00000159176	JB1	-1	JAFFAL	-1	Breakpoint_1
100GB	90%	ENSG00000117758:ENSG00000159176	JB2	1255	JAFFAL	1255	Breakpoint_2
100GB	90%	ENSG00000117758:ENSG00000159176	CTATLRB1	0	CTAT-LR-Fusion	0	Breakpoint_1
100GB	90%	ENSG00000117758:ENSG00000159176	CTATLRB2	1256	CTAT-LR-Fusion	1256	Breakpoint_2
100GB	90%	ENSG00000117758:ENSG00000159176	FSB1	-8462	FusionSeeker	-8462	Breakpoint_1
100GB	90%	ENSG00000117758:ENSG00000159176	FSB2	1255	FusionSeeker	1255	Breakpoint_2
100GB	90%	ENSG00000117758:ENSG00000159176	FSB1	-8460	FusionSeeker	-8460	Breakpoint_1
100GB	90%	ENSG00000225510:ENSG00000102471	FSB1	-1	FusionSeeker	-1	Breakpoint_1
100GB	90%	ENSG00000225510:ENSG00000102471	FSB2	-1	FusionSeeker	-1	Breakpoint_2
100GB	90%	ENSG00000225510:ENSG00000102471	CTATLRB1	-1	CTAT-LR-Fusion	-1	Breakpoint_1
100GB	90%	ENSG00000225510:ENSG00000102471	CTATLRB2	-1	CTAT-LR-Fusion	-1	Breakpoint_2
100GB	90%	ENSG00000225676:ENSG00000136861	FSB1	-142	FusionSeeker	-142	Breakpoint_1
100GB	90%	ENSG00000225676:ENSG00000136861	FSB2	5746	FusionSeeker	5746	Breakpoint_2
100GB	90%	ENSG00000225676:ENSG00000136861	JB1	-138	JAFFAL	-138	Breakpoint_1
100GB	90%	ENSG00000225676:ENSG00000136861	JB2	395	JAFFAL	395	Breakpoint_2
100GB	90%	ENSG00000180304:ENSG00000105856	FSB1	-12679	FusionSeeker	-12679	Breakpoint_1
100GB	90%	ENSG00000180304:ENSG00000105856	FSB2	-2	FusionSeeker	-2	Breakpoint_2
100GB	90%	ENSG00000148362:ENSG00000169583	FSB1	-1	FusionSeeker	-1	Breakpoint_1
100GB	90%	ENSG00000148362:ENSG00000169583	FSB2	496	FusionSeeker	496	Breakpoint_2
100GB	90%	ENSG00000148362:ENSG00000169583	LB1	-2	LongGF	-2	Breakpoint_1
100GB	90%	ENSG00000148362:ENSG00000169583	LB2	229	LongGF	229	Breakpoint_2
100GB	90%	ENSG00000148362:ENSG00000169583	GB1	-1068	Genion	-1068	Breakpoint_1
100GB	90%	ENSG00000148362:ENSG00000169583	GB2	-3	Genion	-3	Breakpoint_2
100GB	90%	ENSG00000148362:ENSG00000169583	CTATLRB1	-1	CTAT-LR-Fusion	-1	Breakpoint_1
100GB	90%	ENSG00000148362:ENSG00000169583	CTATLRB2	496	CTAT-LR-Fusion	496	Breakpoint_2
100GB	90%	ENSG00000060339:ENSG00000228451	FSB1	-2	FusionSeeker	-2	Breakpoint_1
100GB	90%	ENSG00000060339:ENSG00000228451	FSB2	729	FusionSeeker	729	Breakpoint_2
100GB	90%	ENSG00000060339:ENSG00000228451	GB1	-21096	Genion	-21096	Breakpoint_1
100GB	90%	ENSG00000060339:ENSG00000228451	GB2	0	Genion	0	Breakpoint_2
100GB	90%	ENSG00000060339:ENSG00000228451	CTATLRB1	0	CTAT-LR-Fusion	0	Breakpoint_1
100GB	90%	ENSG00000060339:ENSG00000228451	CTATLRB2	734	CTAT-LR-Fusion	734	Breakpoint_2
100GB	90%	ENSG00000108094:ENSG00000085788	FSB1	-264	FusionSeeker	-264	Breakpoint_1
100GB	90%	ENSG00000108094:ENSG00000085788	FSB2	-2	FusionSeeker	-2	Breakpoint_2
100GB	90%	ENSG00000108094:ENSG00000085788	JB1	-261	JAFFAL	-261	Breakpoint_1
100GB	90%	ENSG00000108094:ENSG00000085788	JB2	0	JAFFAL	0	Breakpoint_2
100GB	90%	ENSG00000135241:ENSG00000225612	FSB1	-123	FusionSeeker	-123	Breakpoint_1
100GB	90%	ENSG00000135241:ENSG00000225612	FSB2	-1	FusionSeeker	-1	Breakpoint_2
100GB	90%	ENSG00000135241:ENSG00000225612	GB1	-1	Genion	-1	Breakpoint_1
100GB	90%	ENSG00000135241:ENSG00000225612	GB2	9	Genion	9	Breakpoint_2
100GB	90%	ENSG00000135241:ENSG00000225612	JB1	-122	JAFFAL	-122	Breakpoint_1
100GB	90%	ENSG00000135241:ENSG00000225612	JB2	-1	JAFFAL	-1	Breakpoint_2
100GB	90%	ENSG00000135241:ENSG00000225612	CTATLRB1	-23660	CTAT-LR-Fusion	-23660	Breakpoint_1
100GB	90%	ENSG00000135241:ENSG00000225612	CTATLRB2	-128	CTAT-LR-Fusion	-128	Breakpoint_2
100GB	90%	ENSG00000185664:ENSG00000251584	FSB1	-4691	FusionSeeker	-4691	Breakpoint_1
100GB	90%	ENSG00000185664:ENSG00000251584	FSB2	-1	FusionSeeker	-1	Breakpoint_2
100GB	90%	ENSG00000185664:ENSG00000251584	CTATLRB1	-4714	CTAT-LR-Fusion	-4714	Breakpoint_1
100GB	90%	ENSG00000185664:ENSG00000251584	CTATLRB2	-24	CTAT-LR-Fusion	-24	Breakpoint_2
100GB	90%	ENSG00000280426:ENSG00000076513	FSB1	-751	FusionSeeker	-751	Breakpoint_1
100GB	90%	ENSG00000280426:ENSG00000076513	FSB2	-1	FusionSeeker	-1	Breakpoint_2
100GB	90%	ENSG00000280426:ENSG00000076513	CTATLRB1	-750	CTAT-LR-Fusion	-750	Breakpoint_1
100GB	90%	ENSG00000280426:ENSG00000076513	CTATLRB2	-1	CTAT-LR-Fusion	-1	Breakpoint_2
100GB	90%	ENSG00000103415:ENSG00000103160	FSB1	-1	FusionSeeker	-1	Breakpoint_1
100GB	90%	ENSG00000103415:ENSG00000103160	FSB2	1245	FusionSeeker	1245	Breakpoint_2
100GB	90%	ENSG00000103415:ENSG00000103160	JB1	-2	JAFFAL	-2	Breakpoint_1
100GB	90%	ENSG00000103415:ENSG00000103160	JB2	1245	JAFFAL	1245	Breakpoint_2
100GB	90%	ENSG00000103415:ENSG00000103160	CTATLRB1	-1226	CTAT-LR-Fusion	-1226	Breakpoint_1
100GB	90%	ENSG00000103415:ENSG00000103160	CTATLRB2	1267	CTAT-LR-Fusion	1267	Breakpoint_2
100GB	90%	ENSG00000206384:ENSG00000196455	FSB1	-1	FusionSeeker	-1	Breakpoint_1
100GB	90%	ENSG00000206384:ENSG00000196455	FSB2	28124	FusionSeeker	28124	Breakpoint_2
100GB	90%	ENSG00000206384:ENSG00000196455	JB1	0	JAFFAL	0	Breakpoint_1
100GB	90%	ENSG00000206384:ENSG00000196455	JB2	549	JAFFAL	549	Breakpoint_2
100GB	90%	ENSG00000206384:ENSG00000196455	FSB2	2655	FusionSeeker	2655	Breakpoint_2
100GB	90%	ENSG00000114638:ENSG00000121578	FSB1	0	FusionSeeker	0	Breakpoint_1
100GB	90%	ENSG00000114638:ENSG00000121578	FSB2	947	FusionSeeker	947	Breakpoint_2
100GB	90%	ENSG00000114638:ENSG00000121578	LB1	-2	LongGF	-2	Breakpoint_1
100GB	90%	ENSG00000114638:ENSG00000121578	LB2	945	LongGF	945	Breakpoint_2
100GB	90%	ENSG00000114638:ENSG00000121578	GB1	-14190	Genion	-14190	Breakpoint_1
100GB	90%	ENSG00000114638:ENSG00000121578	GB2	1	Genion	1	Breakpoint_2
100GB	90%	ENSG00000114638:ENSG00000121578	JB1	-1	JAFFAL	-1	Breakpoint_1
100GB	90%	ENSG00000114638:ENSG00000121578	JB2	947	JAFFAL	947	Breakpoint_2
100GB	90%	ENSG00000114638:ENSG00000121578	CTATLRB1	0	CTAT-LR-Fusion	0	Breakpoint_1
100GB	90%	ENSG00000114638:ENSG00000121578	CTATLRB2	948	CTAT-LR-Fusion	948	Breakpoint_2
100GB	90%	ENSG00000197872:ENSG00000150722	FSB1	-41965	FusionSeeker	-41965	Breakpoint_1
100GB	90%	ENSG00000197872:ENSG00000150722	FSB2	0	FusionSeeker	0	Breakpoint_2
100GB	90%	ENSG00000109971:ENSG00000095209	FSB1	-984	FusionSeeker	-984	Breakpoint_1
100GB	90%	ENSG00000109971:ENSG00000095209	FSB2	-1	FusionSeeker	-1	Breakpoint_2
100GB	90%	ENSG00000109971:ENSG00000095209	FSB1	-4615	FusionSeeker	-4615	Breakpoint_1
100GB	90%	ENSG00000109971:ENSG00000095209	FSB2	-22209	FusionSeeker	-22209	Breakpoint_2
100GB	90%	ENSG00000167419:ENSG00000005381	FSB1	-1	FusionSeeker	-1	Breakpoint_1
100GB	90%	ENSG00000167419:ENSG00000005381	FSB2	9789	FusionSeeker	9789	Breakpoint_2
100GB	90%	ENSG00000167419:ENSG00000005381	JB1	0	JAFFAL	0	Breakpoint_1
100GB	90%	ENSG00000167419:ENSG00000005381	JB2	1006	JAFFAL	1006	Breakpoint_2
100GB	90%	ENSG00000167419:ENSG00000005381	CTATLRB1	3	CTAT-LR-Fusion	3	Breakpoint_1
100GB	90%	ENSG00000167419:ENSG00000005381	CTATLRB2	1007	CTAT-LR-Fusion	1007	Breakpoint_2
100GB	90%	ENSG00000204256:ENSG00000184634	FSB1	-1	FusionSeeker	-1	Breakpoint_1
100GB	90%	ENSG00000204256:ENSG00000184634	FSB2	-1	FusionSeeker	-1	Breakpoint_2
100GB	90%	ENSG00000260830:ENSG00000100461	FSB1	0	FusionSeeker	0	Breakpoint_1
100GB	90%	ENSG00000260830:ENSG00000100461	FSB2	13945	FusionSeeker	13945	Breakpoint_2
100GB	90%	ENSG00000260830:ENSG00000100461	JB1	-3	JAFFAL	-3	Breakpoint_1
100GB	90%	ENSG00000260830:ENSG00000100461	JB2	87	JAFFAL	87	Breakpoint_2
100GB	90%	ENSG00000090565:ENSG00000167207	FSB1	3	FusionSeeker	3	Breakpoint_1
100GB	90%	ENSG00000090565:ENSG00000167207	FSB2	-1	FusionSeeker	-1	Breakpoint_2
100GB	90%	ENSG00000090565:ENSG00000167207	GB1	3	Genion	3	Breakpoint_1
100GB	90%	ENSG00000090565:ENSG00000167207	GB2	-1	Genion	-1	Breakpoint_2
100GB	90%	ENSG00000090565:ENSG00000167207	CTATLRB1	0	CTAT-LR-Fusion	0	Breakpoint_1
100GB	90%	ENSG00000090565:ENSG00000167207	CTATLRB2	-1	CTAT-LR-Fusion	-1	Breakpoint_2
100GB	90%	ENSG00000167588:ENSG00000110887	FSB1	-232	FusionSeeker	-232	Breakpoint_1
100GB	90%	ENSG00000167588:ENSG00000110887	FSB2	-1	FusionSeeker	-1	Breakpoint_2
100GB	90%	ENSG00000167588:ENSG00000110887	JB1	-239	JAFFAL	-239	Breakpoint_1
100GB	90%	ENSG00000167588:ENSG00000110887	JB2	1	JAFFAL	1	Breakpoint_2
100GB	90%	ENSG00000167588:ENSG00000110887	CTATLRB1	-231	CTAT-LR-Fusion	-231	Breakpoint_1
100GB	90%	ENSG00000167588:ENSG00000110887	CTATLRB2	-1	CTAT-LR-Fusion	-1	Breakpoint_2
100GB	90%	ENSG00000235162:ENSG00000286520	FSB1	-1	FusionSeeker	-1	Breakpoint_1
100GB	90%	ENSG00000235162:ENSG00000286520	FSB2	1551	FusionSeeker	1551	Breakpoint_2
100GB	90%	ENSG00000235162:ENSG00000286520	GB1	-36558	Genion	-36558	Breakpoint_1
100GB	90%	ENSG00000235162:ENSG00000286520	GB2	0	Genion	0	Breakpoint_2
100GB	90%	ENSG00000235162:ENSG00000286520	JB1	0	JAFFAL	0	Breakpoint_1
100GB	90%	ENSG00000235162:ENSG00000286520	JB2	1343	JAFFAL	1343	Breakpoint_2
100GB	90%	ENSG00000235162:ENSG00000286520	CTATLRB1	0	CTAT-LR-Fusion	0	Breakpoint_1
100GB	90%	ENSG00000235162:ENSG00000286520	CTATLRB2	1344	CTAT-LR-Fusion	1344	Breakpoint_2
100GB	90%	ENSG00000234129:ENSG00000101966	FSB1	-240	FusionSeeker	-240	Breakpoint_1
100GB	90%	ENSG00000234129:ENSG00000101966	FSB2	-2	FusionSeeker	-2	Breakpoint_2
100GB	90%	ENSG00000234129:ENSG00000101966	CTATLRB1	-244	CTAT-LR-Fusion	-244	Breakpoint_1
100GB	90%	ENSG00000234129:ENSG00000101966	CTATLRB2	25752	CTAT-LR-Fusion	25752	Breakpoint_2
100GB	90%	ENSG00000213983:ENSG00000126777	FSB1	-662	FusionSeeker	-662	Breakpoint_1
100GB	90%	ENSG00000213983:ENSG00000126777	FSB2	-1	FusionSeeker	-1	Breakpoint_2
100GB	90%	ENSG00000213983:ENSG00000126777	JB1	-662	JAFFAL	-662	Breakpoint_1
100GB	90%	ENSG00000213983:ENSG00000126777	JB2	-1	JAFFAL	-1	Breakpoint_2
100GB	90%	ENSG00000213983:ENSG00000126777	CTATLRB1	-662	CTAT-LR-Fusion	-662	Breakpoint_1
100GB	90%	ENSG00000213983:ENSG00000126777	CTATLRB2	-1	CTAT-LR-Fusion	-1	Breakpoint_2
100GB	90%	ENSG00000213983:ENSG00000126777	CTATLRB1	-1211	CTAT-LR-Fusion	-1211	Breakpoint_1
100GB	90%	ENSG00000264569:ENSG00000169733	FSB1	-1	FusionSeeker	-1	Breakpoint_1
100GB	90%	ENSG00000264569:ENSG00000169733	FSB2	3438	FusionSeeker	3438	Breakpoint_2
100GB	90%	ENSG00000264569:ENSG00000169733	JB1	0	JAFFAL	0	Breakpoint_1
100GB	90%	ENSG00000264569:ENSG00000169733	JB2	1212	JAFFAL	1212	Breakpoint_2
100GB	90%	ENSG00000141449:ENSG00000166401	FSB1	-1	FusionSeeker	-1	Breakpoint_1
100GB	90%	ENSG00000141449:ENSG00000166401	FSB2	8180	FusionSeeker	8180	Breakpoint_2
100GB	90%	ENSG00000141449:ENSG00000166401	GB1	-29422	Genion	-29422	Breakpoint_1
100GB	90%	ENSG00000141449:ENSG00000166401	GB2	8182	Genion	8182	Breakpoint_2
100GB	90%	ENSG00000288769:ENSG00000111907	FSB1	-1	FusionSeeker	-1	Breakpoint_1
100GB	90%	ENSG00000288769:ENSG00000111907	FSB2	-1	FusionSeeker	-1	Breakpoint_2
100GB	90%	ENSG00000288769:ENSG00000111907	JB1	-11	JAFFAL	-11	Breakpoint_1
100GB	90%	ENSG00000288769:ENSG00000111907	JB2	0	JAFFAL	0	Breakpoint_2
100GB	90%	ENSG00000288769:ENSG00000111907	CTATLRB1	1	CTAT-LR-Fusion	1	Breakpoint_1
100GB	90%	ENSG00000288769:ENSG00000111907	CTATLRB2	-1	CTAT-LR-Fusion	-1	Breakpoint_2
100GB	90%	ENSG00000269692:ENSG00000273994	FSB1	0	FusionSeeker	0	Breakpoint_1
100GB	90%	ENSG00000269692:ENSG00000273994	FSB2	283	FusionSeeker	283	Breakpoint_2
100GB	90%	ENSG00000269692:ENSG00000273994	GB1	0	Genion	0	Breakpoint_1
100GB	90%	ENSG00000269692:ENSG00000273994	GB2	1	Genion	1	Breakpoint_2
100GB	90%	ENSG00000125898:ENSG00000234948	FSB1	0	FusionSeeker	0	Breakpoint_1
100GB	90%	ENSG00000125898:ENSG00000234948	FSB2	-1	FusionSeeker	-1	Breakpoint_2
100GB	90%	ENSG00000125898:ENSG00000234948	GB1	-2	Genion	-2	Breakpoint_1
100GB	90%	ENSG00000125898:ENSG00000234948	GB2	4	Genion	4	Breakpoint_2
100GB	90%	ENSG00000125898:ENSG00000234948	JB1	-2	JAFFAL	-2	Breakpoint_1
100GB	90%	ENSG00000125898:ENSG00000234948	JB2	1	JAFFAL	1	Breakpoint_2
100GB	90%	ENSG00000244754:ENSG00000233124	FSB1	-3051	FusionSeeker	-3051	Breakpoint_1
100GB	90%	ENSG00000244754:ENSG00000233124	FSB2	4149	FusionSeeker	4149	Breakpoint_2
100GB	90%	ENSG00000244754:ENSG00000233124	CTATLRB1	-3080	CTAT-LR-Fusion	-3080	Breakpoint_1
100GB	90%	ENSG00000244754:ENSG00000233124	CTATLRB2	4150	CTAT-LR-Fusion	4150	Breakpoint_2
100GB	90%	ENSG00000114302:ENSG00000114374	FSB1	-122	FusionSeeker	-122	Breakpoint_1
100GB	90%	ENSG00000114302:ENSG00000114374	FSB2	-1	FusionSeeker	-1	Breakpoint_2
100GB	90%	ENSG00000114302:ENSG00000114374	JB1	-121	JAFFAL	-121	Breakpoint_1
100GB	90%	ENSG00000114302:ENSG00000114374	JB2	1	JAFFAL	1	Breakpoint_2
100GB	90%	ENSG00000095303:ENSG00000233616	FSB1	-1	FusionSeeker	-1	Breakpoint_1
100GB	90%	ENSG00000095303:ENSG00000233616	FSB2	258	FusionSeeker	258	Breakpoint_2
100GB	90%	ENSG00000095303:ENSG00000233616	GB1	-3091	Genion	-3091	Breakpoint_1
100GB	90%	ENSG00000095303:ENSG00000233616	GB2	-1	Genion	-1	Breakpoint_2
100GB	90%	ENSG00000095303:ENSG00000233616	JB1	-5	JAFFAL	-5	Breakpoint_1
100GB	90%	ENSG00000095303:ENSG00000233616	JB2	255	JAFFAL	255	Breakpoint_2
100GB	90%	ENSG00000095303:ENSG00000233616	CTATLRB1	-4	CTAT-LR-Fusion	-4	Breakpoint_1
100GB	90%	ENSG00000095303:ENSG00000233616	CTATLRB2	262	CTAT-LR-Fusion	262	Breakpoint_2
100GB	90%	ENSG00000108312:ENSG00000260793	FSB1	-254	FusionSeeker	-254	Breakpoint_1
100GB	90%	ENSG00000108312:ENSG00000260793	FSB2	-1	FusionSeeker	-1	Breakpoint_2
100GB	90%	ENSG00000108312:ENSG00000260793	CTATLRB1	-1897	CTAT-LR-Fusion	-1897	Breakpoint_1
100GB	90%	ENSG00000108312:ENSG00000260793	CTATLRB2	0	CTAT-LR-Fusion	0	Breakpoint_2
100GB	90%	ENSG00000143891:ENSG00000132300	FSB1	-1	FusionSeeker	-1	Breakpoint_1
100GB	90%	ENSG00000143891:ENSG00000132300	FSB2	-1	FusionSeeker	-1	Breakpoint_2
100GB	90%	ENSG00000143891:ENSG00000132300	CTATLRB1	-1	CTAT-LR-Fusion	-1	Breakpoint_1
100GB	90%	ENSG00000143891:ENSG00000132300	CTATLRB2	-1	CTAT-LR-Fusion	-1	Breakpoint_2
100GB	90%	ENSG00000223631:ENSG00000284659	FSB1	-2113	FusionSeeker	-2113	Breakpoint_1
100GB	90%	ENSG00000223631:ENSG00000284659	FSB2	105	FusionSeeker	105	Breakpoint_2
100GB	90%	ENSG00000223631:ENSG00000284659	GB1	-4222	Genion	-4222	Breakpoint_1
100GB	90%	ENSG00000223631:ENSG00000284659	GB2	2	Genion	2	Breakpoint_2
100GB	90%	ENSG00000223631:ENSG00000284659	CTATLRB1	-2112	CTAT-LR-Fusion	-2112	Breakpoint_1
100GB	90%	ENSG00000223631:ENSG00000284659	CTATLRB2	113	CTAT-LR-Fusion	113	Breakpoint_2
100GB	90%	ENSG00000223631:ENSG00000284659	CTATLRB2	110	CTAT-LR-Fusion	110	Breakpoint_2
